"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Howard County, IN"	"18067"	"2020 "	"2020"	12	82732	Unreliable
	"Huntington County, IN"	"18069"	"2016"	"2016"	Suppressed	36400	Suppressed
	"Huntington County, IN"	"18069"	"2017"	"2017"	Suppressed	36337	Suppressed
	"Huntington County, IN"	"18069"	"2018"	"2018"	Suppressed	36240	Suppressed
	"Huntington County, IN"	"18069"	"2019"	"2019"	Suppressed	36520	Suppressed
	"Huntington County, IN"	"18069"	"2020 "	"2020"	Suppressed	36395	Suppressed
	"Jackson County, IN"	"18071"	"2016"	"2016"	Suppressed	44013	Suppressed
	"Jackson County, IN"	"18071"	"2017"	"2017"	Suppressed	43884	Suppressed
	"Jackson County, IN"	"18071"	"2018"	"2018"	Suppressed	44111	Suppressed
	"Jackson County, IN"	"18071"	"2019"	"2019"	Suppressed	44231	Suppressed
	"Jackson County, IN"	"18071"	"2020 "	"2020"	Suppressed	44222	Suppressed
	"Jasper County, IN"	"18073"	"2016"	"2016"	Suppressed	33433	Suppressed
	"Jasper County, IN"	"18073"	"2017"	"2017"	Suppressed	33447	Suppressed
	"Jasper County, IN"	"18073"	"2018"	"2018"	Suppressed	33370	Suppressed
	"Jasper County, IN"	"18073"	"2019"	"2019"	Suppressed	33562	Suppressed
	"Jasper County, IN"	"18073"	"2020 "	"2020"	Suppressed	33440	Suppressed
	"Jay County, IN"	"18075"	"2016"	"2016"	Suppressed	21046	Suppressed
	"Jay County, IN"	"18075"	"2017"	"2017"	Suppressed	20945	Suppressed
	"Jay County, IN"	"18075"	"2018"	"2018"	Suppressed	20764	Suppressed
	"Jay County, IN"	"18075"	"2019"	"2019"	Suppressed	20436	Suppressed
	"Jay County, IN"	"18075"	"2020 "	"2020"	Suppressed	20416	Suppressed
	"Jefferson County, IN"	"18077"	"2016"	"2016"	Suppressed	32418	Suppressed
	"Jefferson County, IN"	"18077"	"2017"	"2017"	Suppressed	32089	Suppressed
	"Jefferson County, IN"	"18077"	"2018"	"2018"	Suppressed	32208	Suppressed
	"Jefferson County, IN"	"18077"	"2019"	"2019"	Suppressed	32308	Suppressed
	"Jefferson County, IN"	"18077"	"2020 "	"2020"	Suppressed	32110	Suppressed
	"Jennings County, IN"	"18079"	"2016"	"2016"	Suppressed	27758	Suppressed
	"Jennings County, IN"	"18079"	"2017"	"2017"	Suppressed	27626	Suppressed
	"Jennings County, IN"	"18079"	"2018"	"2018"	Suppressed	27611	Suppressed
	"Jennings County, IN"	"18079"	"2019"	"2019"	Suppressed	27735	Suppressed
	"Jennings County, IN"	"18079"	"2020 "	"2020"	Suppressed	27515	Suppressed
	"Johnson County, IN"	"18081"	"2016"	"2016"	Suppressed	151982	Suppressed
	"Johnson County, IN"	"18081"	"2017"	"2017"	Suppressed	153897	Suppressed
	"Johnson County, IN"	"18081"	"2018"	"2018"	Suppressed	156225	Suppressed
	"Johnson County, IN"	"18081"	"2019"	"2019"	Suppressed	158167	Suppressed
	"Johnson County, IN"	"18081"	"2020 "	"2020"	19	160607	Unreliable
	"Knox County, IN"	"18083"	"2016"	"2016"	Suppressed	37744	Suppressed
	"Knox County, IN"	"18083"	"2017"	"2017"	Suppressed	37508	Suppressed
	"Knox County, IN"	"18083"	"2018"	"2018"	Suppressed	36895	Suppressed
	"Knox County, IN"	"18083"	"2019"	"2019"	Suppressed	36594	Suppressed
	"Knox County, IN"	"18083"	"2020 "	"2020"	Suppressed	36522	Suppressed
	"Kosciusko County, IN"	"18085"	"2016"	"2016"	Suppressed	79092	Suppressed
	"Kosciusko County, IN"	"18085"	"2017"	"2017"	Suppressed	79206	Suppressed
	"Kosciusko County, IN"	"18085"	"2018"	"2018"	Suppressed	79344	Suppressed
	"Kosciusko County, IN"	"18085"	"2019"	"2019"	Suppressed	79456	Suppressed
	"Kosciusko County, IN"	"18085"	"2020 "	"2020"	Suppressed	78988	Suppressed
	"Lagrange County, IN"	"18087"	"2016"	"2016"	Suppressed	39110	Suppressed
	"Lagrange County, IN"	"18087"	"2017"	"2017"	Suppressed	39303	Suppressed
	"Lagrange County, IN"	"18087"	"2018"	"2018"	Suppressed	39330	Suppressed
	"Lagrange County, IN"	"18087"	"2019"	"2019"	Suppressed	39614	Suppressed
	"Lagrange County, IN"	"18087"	"2020 "	"2020"	Suppressed	40119	Suppressed
	"Lake County, IN"	"18089"	"2016"	"2016"	Suppressed	485846	Suppressed
	"Lake County, IN"	"18089"	"2017"	"2017"	46	485640	9.5
	"Lake County, IN"	"18089"	"2018"	"2018"	34	484411	7.0
	"Lake County, IN"	"18089"	"2019"	"2019"	47	485493	9.7
	"Lake County, IN"	"18089"	"2020 "	"2020"	28	487536	5.7
	"La Porte County, IN"	"18091"	"2016"	"2016"	Suppressed	110015	Suppressed
	"La Porte County, IN"	"18091"	"2017"	"2017"	Suppressed	110029	Suppressed
	"La Porte County, IN"	"18091"	"2018"	"2018"	Suppressed	110007	Suppressed
	"La Porte County, IN"	"18091"	"2019"	"2019"	Suppressed	109888	Suppressed
	"La Porte County, IN"	"18091"	"2020 "	"2020"	Suppressed	109663	Suppressed
	"Lawrence County, IN"	"18093"	"2016"	"2016"	Suppressed	45518	Suppressed
	"Lawrence County, IN"	"18093"	"2017"	"2017"	Suppressed	45666	Suppressed
	"Lawrence County, IN"	"18093"	"2018"	"2018"	Suppressed	45668	Suppressed
	"Lawrence County, IN"	"18093"	"2019"	"2019"	Suppressed	45370	Suppressed
	"Lawrence County, IN"	"18093"	"2020 "	"2020"	Suppressed	45496	Suppressed
	"Madison County, IN"	"18095"	"2016"	"2016"	12	129296	Unreliable
	"Madison County, IN"	"18095"	"2017"	"2017"	18	129498	Unreliable
	"Madison County, IN"	"18095"	"2018"	"2018"	11	129641	Unreliable
	"Madison County, IN"	"18095"	"2019"	"2019"	18	129569	Unreliable
	"Madison County, IN"	"18095"	"2020 "	"2020"	Suppressed	129681	Suppressed
	"Marion County, IN"	"18097"	"2016"	"2016"	54	941229	5.7
	"Marion County, IN"	"18097"	"2017"	"2017"	61	950082	6.4
	"Marion County, IN"	"18097"	"2018"	"2018"	79	954670	8.3
	"Marion County, IN"	"18097"	"2019"	"2019"	86	964582	8.9
	"Marion County, IN"	"18097"	"2020 "	"2020"	102	966183	10.6
	"Marshall County, IN"	"18099"	"2016"	"2016"	Suppressed	46556	Suppressed
	"Marshall County, IN"	"18099"	"2017"	"2017"	Suppressed	46498	Suppressed
	"Marshall County, IN"	"18099"	"2018"	"2018"	Suppressed	46248	Suppressed
	"Marshall County, IN"	"18099"	"2019"	"2019"	Suppressed	46258	Suppressed
	"Marshall County, IN"	"18099"	"2020 "	"2020"	Suppressed	46108	Suppressed
	"Martin County, IN"	"18101"	"2016"	"2016"	Suppressed	10171	Suppressed
	"Martin County, IN"	"18101"	"2017"	"2017"	Suppressed	10215	Suppressed
	"Martin County, IN"	"18101"	"2018"	"2018"	Suppressed	10217	Suppressed
	"Martin County, IN"	"18101"	"2019"	"2019"	Suppressed	10255	Suppressed
	"Martin County, IN"	"18101"	"2020 "	"2020"	Suppressed	10079	Suppressed
	"Miami County, IN"	"18103"	"2016"	"2016"	Suppressed	35883	Suppressed
	"Miami County, IN"	"18103"	"2017"	"2017"	Suppressed	35845	Suppressed
	"Miami County, IN"	"18103"	"2018"	"2018"	Suppressed	35567	Suppressed
	"Miami County, IN"	"18103"	"2019"	"2019"	Suppressed	35516	Suppressed
	"Miami County, IN"	"18103"	"2020 "	"2020"	Suppressed	35328	Suppressed
	"Monroe County, IN"	"18105"	"2016"	"2016"	Suppressed	145496	Suppressed
	"Monroe County, IN"	"18105"	"2017"	"2017"	Suppressed	146986	Suppressed
	"Monroe County, IN"	"18105"	"2018"	"2018"	Suppressed	146917	Suppressed
	"Monroe County, IN"	"18105"	"2019"	"2019"	11	148431	Unreliable
	"Monroe County, IN"	"18105"	"2020 "	"2020"	10	148219	Unreliable
	"Montgomery County, IN"	"18107"	"2016"	"2016"	Suppressed	38074	Suppressed
	"Montgomery County, IN"	"18107"	"2017"	"2017"	Suppressed	38525	Suppressed
	"Montgomery County, IN"	"18107"	"2018"	"2018"	Suppressed	38346	Suppressed
	"Montgomery County, IN"	"18107"	"2019"	"2019"	Suppressed	38338	Suppressed
	"Montgomery County, IN"	"18107"	"2020 "	"2020"	Suppressed	38365	Suppressed
	"Morgan County, IN"	"18109"	"2016"	"2016"	Suppressed	69698	Suppressed
	"Morgan County, IN"	"18109"	"2017"	"2017"	Suppressed	69713	Suppressed
	"Morgan County, IN"	"18109"	"2018"	"2018"	11	70116	Unreliable
	"Morgan County, IN"	"18109"	"2019"	"2019"	Suppressed	70489	Suppressed
	"Morgan County, IN"	"18109"	"2020 "	"2020"	Suppressed	70707	Suppressed
	"Newton County, IN"	"18111"	"2016"	"2016"	Suppressed	13924	Suppressed
	"Newton County, IN"	"18111"	"2017"	"2017"	Suppressed	14130	Suppressed
	"Newton County, IN"	"18111"	"2018"	"2018"	Suppressed	14011	Suppressed
	"Newton County, IN"	"18111"	"2019"	"2019"	Suppressed	13984	Suppressed
	"Newton County, IN"	"18111"	"2020 "	"2020"	Suppressed	13907	Suppressed
	"Noble County, IN"	"18113"	"2016"	"2016"	Suppressed	47638	Suppressed
	"Noble County, IN"	"18113"	"2017"	"2017"	Suppressed	47452	Suppressed
	"Noble County, IN"	"18113"	"2018"	"2018"	Suppressed	47532	Suppressed
	"Noble County, IN"	"18113"	"2019"	"2019"	Suppressed	47744	Suppressed
	"Noble County, IN"	"18113"	"2020 "	"2020"	Suppressed	47832	Suppressed
	"Ohio County, IN"	"18115"	"2016"	"2016"	Suppressed	5932	Suppressed
	"Ohio County, IN"	"18115"	"2017"	"2017"	Suppressed	5828	Suppressed
	"Ohio County, IN"	"18115"	"2018"	"2018"	Suppressed	5844	Suppressed
	"Ohio County, IN"	"18115"	"2019"	"2019"	Suppressed	5875	Suppressed
	"Ohio County, IN"	"18115"	"2020 "	"2020"	Suppressed	5892	Suppressed
	"Orange County, IN"	"18117"	"2016"	"2016"	Suppressed	19335	Suppressed
	"Orange County, IN"	"18117"	"2017"	"2017"	Suppressed	19426	Suppressed
	"Orange County, IN"	"18117"	"2018"	"2018"	Suppressed	19489	Suppressed
	"Orange County, IN"	"18117"	"2019"	"2019"	Suppressed	19646	Suppressed
	"Orange County, IN"	"18117"	"2020 "	"2020"	Suppressed	19651	Suppressed
	"Owen County, IN"	"18119"	"2016"	"2016"	Suppressed	20840	Suppressed
	"Owen County, IN"	"18119"	"2017"	"2017"	Suppressed	20839	Suppressed
	"Owen County, IN"	"18119"	"2018"	"2018"	Suppressed	20845	Suppressed
	"Owen County, IN"	"18119"	"2019"	"2019"	Suppressed	20799	Suppressed
	"Owen County, IN"	"18119"	"2020 "	"2020"	Suppressed	20833	Suppressed
	"Parke County, IN"	"18121"	"2016"	"2016"	Suppressed	16800	Suppressed
	"Parke County, IN"	"18121"	"2017"	"2017"	Suppressed	16886	Suppressed
	"Parke County, IN"	"18121"	"2018"	"2018"	Suppressed	16927	Suppressed
	"Parke County, IN"	"18121"	"2019"	"2019"	Suppressed	16937	Suppressed
	"Parke County, IN"	"18121"	"2020 "	"2020"	Suppressed	16871	Suppressed
	"Perry County, IN"	"18123"	"2016"	"2016"	Suppressed	18966	Suppressed
	"Perry County, IN"	"18123"	"2017"	"2017"	Suppressed	19081	Suppressed
	"Perry County, IN"	"18123"	"2018"	"2018"	Suppressed	19102	Suppressed
	"Perry County, IN"	"18123"	"2019"	"2019"	Suppressed	19169	Suppressed
	"Perry County, IN"	"18123"	"2020 "	"2020"	Suppressed	19154	Suppressed
	"Pike County, IN"	"18125"	"2016"	"2016"	Suppressed	12431	Suppressed
	"Pike County, IN"	"18125"	"2017"	"2017"	Suppressed	12365	Suppressed
	"Pike County, IN"	"18125"	"2018"	"2018"	Suppressed	12410	Suppressed
	"Pike County, IN"	"18125"	"2019"	"2019"	Suppressed	12389	Suppressed
	"Pike County, IN"	"18125"	"2020 "	"2020"	Suppressed	12378	Suppressed
	"Porter County, IN"	"18127"	"2016"	"2016"	Suppressed	167791	Suppressed
	"Porter County, IN"	"18127"	"2017"	"2017"	11	168404	Unreliable
	"Porter County, IN"	"18127"	"2018"	"2018"	Suppressed	169594	Suppressed
	"Porter County, IN"	"18127"	"2019"	"2019"	13	170389	Unreliable
	"Porter County, IN"	"18127"	"2020 "	"2020"	Suppressed	170980	Suppressed
	"Posey County, IN"	"18129"	"2016"	"2016"	Suppressed	25476	Suppressed
	"Posey County, IN"	"18129"	"2017"	"2017"	Suppressed	25595	Suppressed
	"Posey County, IN"	"18129"	"2018"	"2018"	Suppressed	25540	Suppressed
	"Posey County, IN"	"18129"	"2019"	"2019"	Suppressed	25427	Suppressed
	"Posey County, IN"	"18129"	"2020 "	"2020"	Suppressed	25275	Suppressed
	"Pulaski County, IN"	"18131"	"2016"	"2016"	Suppressed	12660	Suppressed
	"Pulaski County, IN"	"18131"	"2017"	"2017"	Suppressed	12534	Suppressed
	"Pulaski County, IN"	"18131"	"2018"	"2018"	Suppressed	12469	Suppressed
	"Pulaski County, IN"	"18131"	"2019"	"2019"	Suppressed	12353	Suppressed
	"Pulaski County, IN"	"18131"	"2020 "	"2020"	Suppressed	12388	Suppressed
	"Putnam County, IN"	"18133"	"2016"	"2016"	Suppressed	37436	Suppressed
	"Putnam County, IN"	"18133"	"2017"	"2017"	Suppressed	37702	Suppressed
	"Putnam County, IN"	"18133"	"2018"	"2018"	Suppressed	37779	Suppressed
	"Putnam County, IN"	"18133"	"2019"	"2019"	Suppressed	37576	Suppressed
	"Putnam County, IN"	"18133"	"2020 "	"2020"	Suppressed	37469	Suppressed
	"Randolph County, IN"	"18135"	"2016"	"2016"	Suppressed	25082	Suppressed
	"Randolph County, IN"	"18135"	"2017"	"2017"	Suppressed	24922	Suppressed
	"Randolph County, IN"	"18135"	"2018"	"2018"	Suppressed	24851	Suppressed
	"Randolph County, IN"	"18135"	"2019"	"2019"	Suppressed	24665	Suppressed
	"Randolph County, IN"	"18135"	"2020 "	"2020"	Suppressed	24191	Suppressed
	"Ripley County, IN"	"18137"	"2016"	"2016"	Suppressed	28846	Suppressed
	"Ripley County, IN"	"18137"	"2017"	"2017"	Suppressed	28442	Suppressed
	"Ripley County, IN"	"18137"	"2018"	"2018"	Suppressed	28523	Suppressed
	"Ripley County, IN"	"18137"	"2019"	"2019"	Suppressed	28324	Suppressed
	"Ripley County, IN"	"18137"	"2020 "	"2020"	Suppressed	28448	Suppressed
	"Rush County, IN"	"18139"	"2016"	"2016"	Suppressed	16649	Suppressed
	"Rush County, IN"	"18139"	"2017"	"2017"	Suppressed	16645	Suppressed
	"Rush County, IN"	"18139"	"2018"	"2018"	Suppressed	16663	Suppressed
	"Rush County, IN"	"18139"	"2019"	"2019"	Suppressed	16581	Suppressed
	"Rush County, IN"	"18139"	"2020 "	"2020"	Suppressed	16649	Suppressed
	"St. Joseph County, IN"	"18141"	"2016"	"2016"	18	269141	Unreliable
	"St. Joseph County, IN"	"18141"	"2017"	"2017"	27	270434	10.0
	"St. Joseph County, IN"	"18141"	"2018"	"2018"	14	270771	Unreliable
	"St. Joseph County, IN"	"18141"	"2019"	"2019"	13	271826	Unreliable
	"St. Joseph County, IN"	"18141"	"2020 "	"2020"	16	271484	Unreliable
	"Scott County, IN"	"18143"	"2016"	"2016"	10	23730	Unreliable
	"Scott County, IN"	"18143"	"2017"	"2017"	Suppressed	23870	Suppressed
	"Scott County, IN"	"18143"	"2018"	"2018"	Suppressed	23878	Suppressed
	"Scott County, IN"	"18143"	"2019"	"2019"	Suppressed	23873	Suppressed
	"Scott County, IN"	"18143"	"2020 "	"2020"	Suppressed	23788	Suppressed
	"Shelby County, IN"	"18145"	"2016"	"2016"	Suppressed	44324	Suppressed
	"Shelby County, IN"	"18145"	"2017"	"2017"	Suppressed	44395	Suppressed
	"Shelby County, IN"	"18145"	"2018"	"2018"	Suppressed	44593	Suppressed
	"Shelby County, IN"	"18145"	"2019"	"2019"	Suppressed	44729	Suppressed
	"Shelby County, IN"	"18145"	"2020 "	"2020"	Suppressed	44871	Suppressed
	"Spencer County, IN"	"18147"	"2016"	"2016"	Suppressed	20648	Suppressed
	"Spencer County, IN"	"18147"	"2017"	"2017"	Suppressed	20394	Suppressed
	"Spencer County, IN"	"18147"	"2018"	"2018"	Suppressed	20327	Suppressed
	"Spencer County, IN"	"18147"	"2019"	"2019"	Suppressed	20277	Suppressed
	"Spencer County, IN"	"18147"	"2020 "	"2020"	Suppressed	20225	Suppressed
	"Starke County, IN"	"18149"	"2016"	"2016"	Suppressed	23009	Suppressed
	"Starke County, IN"	"18149"	"2017"	"2017"	Suppressed	22893	Suppressed
	"Starke County, IN"	"18149"	"2018"	"2018"	Suppressed	22935	Suppressed
	"Starke County, IN"	"18149"	"2019"	"2019"	Suppressed	22995	Suppressed
	"Starke County, IN"	"18149"	"2020 "	"2020"	Suppressed	23049	Suppressed
	"Steuben County, IN"	"18151"	"2016"	"2016"	Suppressed	34116	Suppressed
	"Steuben County, IN"	"18151"	"2017"	"2017"	Suppressed	34484	Suppressed
	"Steuben County, IN"	"18151"	"2018"	"2018"	Suppressed	34586	Suppressed
	"Steuben County, IN"	"18151"	"2019"	"2019"	Suppressed	34594	Suppressed
	"Steuben County, IN"	"18151"	"2020 "	"2020"	Suppressed	34831	Suppressed
	"Sullivan County, IN"	"18153"	"2016"	"2016"	Suppressed	20802	Suppressed
	"Sullivan County, IN"	"18153"	"2017"	"2017"	Suppressed	20746	Suppressed
	"Sullivan County, IN"	"18153"	"2018"	"2018"	Suppressed	20690	Suppressed
	"Sullivan County, IN"	"18153"	"2019"	"2019"	Suppressed	20669	Suppressed
	"Sullivan County, IN"	"18153"	"2020 "	"2020"	Suppressed	20578	Suppressed
	"Switzerland County, IN"	"18155"	"2016"	"2016"	Suppressed	10527	Suppressed
	"Switzerland County, IN"	"18155"	"2017"	"2017"	Suppressed	10696	Suppressed
	"Switzerland County, IN"	"18155"	"2018"	"2018"	Suppressed	10717	Suppressed
	"Switzerland County, IN"	"18155"	"2019"	"2019"	Suppressed	10751	Suppressed
	"Switzerland County, IN"	"18155"	"2020 "	"2020"	Suppressed	10724	Suppressed
	"Tippecanoe County, IN"	"18157"	"2016"	"2016"	Suppressed	188059	Suppressed
	"Tippecanoe County, IN"	"18157"	"2017"	"2017"	16	190587	Unreliable
	"Tippecanoe County, IN"	"18157"	"2018"	"2018"	19	193048	Unreliable
	"Tippecanoe County, IN"	"18157"	"2019"	"2019"	17	195732	Unreliable
	"Tippecanoe County, IN"	"18157"	"2020 "	"2020"	17	196115	Unreliable
	"Tipton County, IN"	"18159"	"2016"	"2016"	Suppressed	15182	Suppressed
	"Tipton County, IN"	"18159"	"2017"	"2017"	Suppressed	15128	Suppressed
	"Tipton County, IN"	"18159"	"2018"	"2018"	Suppressed	15128	Suppressed
	"Tipton County, IN"	"18159"	"2019"	"2019"	Suppressed	15148	Suppressed
	"Tipton County, IN"	"18159"	"2020 "	"2020"	Suppressed	15227	Suppressed
	"Union County, IN"	"18161"	"2016"	"2016"	Suppressed	7212	Suppressed
	"Union County, IN"	"18161"	"2017"	"2017"	Suppressed	7200	Suppressed
	"Union County, IN"	"18161"	"2018"	"2018"	Suppressed	7037	Suppressed
	"Union County, IN"	"18161"	"2019"	"2019"	Suppressed	7054	Suppressed
	"Union County, IN"	"18161"	"2020 "	"2020"	Suppressed	7119	Suppressed
	"Vanderburgh County, IN"	"18163"	"2016"	"2016"	Suppressed	181721	Suppressed
	"Vanderburgh County, IN"	"18163"	"2017"	"2017"	20	181616	11.0
	"Vanderburgh County, IN"	"18163"	"2018"	"2018"	11	180974	Unreliable
	"Vanderburgh County, IN"	"18163"	"2019"	"2019"	Suppressed	181451	Suppressed
	"Vanderburgh County, IN"	"18163"	"2020 "	"2020"	11	182447	Unreliable
	"Vermillion County, IN"	"18165"	"2016"	"2016"	Suppressed	15645	Suppressed
	"Vermillion County, IN"	"18165"	"2017"	"2017"	Suppressed	15505	Suppressed
	"Vermillion County, IN"	"18165"	"2018"	"2018"	Suppressed	15479	Suppressed
	"Vermillion County, IN"	"18165"	"2019"	"2019"	Suppressed	15498	Suppressed
	"Vermillion County, IN"	"18165"	"2020 "	"2020"	Suppressed	15329	Suppressed
	"Vigo County, IN"	"18167"	"2016"	"2016"	Suppressed	107931	Suppressed
	"Vigo County, IN"	"18167"	"2017"	"2017"	Suppressed	107516	Suppressed
	"Vigo County, IN"	"18167"	"2018"	"2018"	Suppressed	107386	Suppressed
	"Vigo County, IN"	"18167"	"2019"	"2019"	Suppressed	107038	Suppressed
	"Vigo County, IN"	"18167"	"2020 "	"2020"	Suppressed	106608	Suppressed
	"Wabash County, IN"	"18169"	"2016"	"2016"	Suppressed	31762	Suppressed
	"Wabash County, IN"	"18169"	"2017"	"2017"	Suppressed	31443	Suppressed
	"Wabash County, IN"	"18169"	"2018"	"2018"	Suppressed	31280	Suppressed
	"Wabash County, IN"	"18169"	"2019"	"2019"	Suppressed	30996	Suppressed
	"Wabash County, IN"	"18169"	"2020 "	"2020"	Suppressed	30784	Suppressed
	"Warren County, IN"	"18171"	"2016"	"2016"	Suppressed	8166	Suppressed
	"Warren County, IN"	"18171"	"2017"	"2017"	Suppressed	8201	Suppressed
	"Warren County, IN"	"18171"	"2018"	"2018"	Suppressed	8263	Suppressed
	"Warren County, IN"	"18171"	"2019"	"2019"	Suppressed	8265	Suppressed
	"Warren County, IN"	"18171"	"2020 "	"2020"	Suppressed	8194	Suppressed
	"Warrick County, IN"	"18173"	"2016"	"2016"	Suppressed	62498	Suppressed
	"Warrick County, IN"	"18173"	"2017"	"2017"	Suppressed	62530	Suppressed
	"Warrick County, IN"	"18173"	"2018"	"2018"	Suppressed	62567	Suppressed
	"Warrick County, IN"	"18173"	"2019"	"2019"	Suppressed	62998	Suppressed
	"Warrick County, IN"	"18173"	"2020 "	"2020"	Suppressed	63269	Suppressed
	"Washington County, IN"	"18175"	"2016"	"2016"	Suppressed	27670	Suppressed
	"Washington County, IN"	"18175"	"2017"	"2017"	Suppressed	27827	Suppressed
	"Washington County, IN"	"18175"	"2018"	"2018"	Suppressed	27943	Suppressed
	"Washington County, IN"	"18175"	"2019"	"2019"	Suppressed	28036	Suppressed
	"Washington County, IN"	"18175"	"2020 "	"2020"	Suppressed	28213	Suppressed
	"Wayne County, IN"	"18177"	"2016"	"2016"	Suppressed	66568	Suppressed
	"Wayne County, IN"	"18177"	"2017"	"2017"	20	66185	30.2
	"Wayne County, IN"	"18177"	"2018"	"2018"	Suppressed	65936	Suppressed
	"Wayne County, IN"	"18177"	"2019"	"2019"	15	65884	Unreliable
	"Wayne County, IN"	"18177"	"2020 "	"2020"	Suppressed	65778	Suppressed
	"Wells County, IN"	"18179"	"2016"	"2016"	Suppressed	27949	Suppressed
	"Wells County, IN"	"18179"	"2017"	"2017"	Suppressed	27984	Suppressed
	"Wells County, IN"	"18179"	"2018"	"2018"	Suppressed	28206	Suppressed
	"Wells County, IN"	"18179"	"2019"	"2019"	Suppressed	28296	Suppressed
	"Wells County, IN"	"18179"	"2020 "	"2020"	Suppressed	28142	Suppressed
	"White County, IN"	"18181"	"2016"	"2016"	Suppressed	23999	Suppressed
	"White County, IN"	"18181"	"2017"	"2017"	Suppressed	24182	Suppressed
	"White County, IN"	"18181"	"2018"	"2018"	Suppressed	24133	Suppressed
	"White County, IN"	"18181"	"2019"	"2019"	Suppressed	24102	Suppressed
	"White County, IN"	"18181"	"2020 "	"2020"	Suppressed	24165	Suppressed
	"Whitley County, IN"	"18183"	"2016"	"2016"	Suppressed	33449	Suppressed
	"Whitley County, IN"	"18183"	"2017"	"2017"	Suppressed	33756	Suppressed
	"Whitley County, IN"	"18183"	"2018"	"2018"	Suppressed	34074	Suppressed
	"Whitley County, IN"	"18183"	"2019"	"2019"	Suppressed	33964	Suppressed
	"Whitley County, IN"	"18183"	"2020 "	"2020"	Suppressed	34378	Suppressed
	"Adair County, IA"	"19001"	"2016"	"2016"	Suppressed	7092	Suppressed
	"Adair County, IA"	"19001"	"2017"	"2017"	Suppressed	7054	Suppressed
	"Adair County, IA"	"19001"	"2018"	"2018"	Suppressed	7063	Suppressed
	"Adair County, IA"	"19001"	"2019"	"2019"	Suppressed	7152	Suppressed
	"Adair County, IA"	"19001"	"2020 "	"2020"	Suppressed	7059	Suppressed
	"Adams County, IA"	"19003"	"2016"	"2016"	Suppressed	3693	Suppressed
	"Adams County, IA"	"19003"	"2017"	"2017"	Suppressed	3686	Suppressed
	"Adams County, IA"	"19003"	"2018"	"2018"	Suppressed	3645	Suppressed
	"Adams County, IA"	"19003"	"2019"	"2019"	Suppressed	3602	Suppressed
	"Adams County, IA"	"19003"	"2020 "	"2020"	Suppressed	3588	Suppressed
	"Allamakee County, IA"	"19005"	"2016"	"2016"	Suppressed	13884	Suppressed
	"Allamakee County, IA"	"19005"	"2017"	"2017"	Suppressed	13884	Suppressed
	"Allamakee County, IA"	"19005"	"2018"	"2018"	Suppressed	13832	Suppressed
	"Allamakee County, IA"	"19005"	"2019"	"2019"	Suppressed	13687	Suppressed
	"Allamakee County, IA"	"19005"	"2020 "	"2020"	Suppressed	13642	Suppressed
	"Appanoose County, IA"	"19007"	"2016"	"2016"	Suppressed	12462	Suppressed
	"Appanoose County, IA"	"19007"	"2017"	"2017"	Suppressed	12352	Suppressed
	"Appanoose County, IA"	"19007"	"2018"	"2018"	Suppressed	12437	Suppressed
	"Appanoose County, IA"	"19007"	"2019"	"2019"	Suppressed	12426	Suppressed
	"Appanoose County, IA"	"19007"	"2020 "	"2020"	Suppressed	12430	Suppressed
	"Audubon County, IA"	"19009"	"2016"	"2016"	Suppressed	5678	Suppressed
	"Audubon County, IA"	"19009"	"2017"	"2017"	Suppressed	5578	Suppressed
	"Audubon County, IA"	"19009"	"2018"	"2018"	Suppressed	5506	Suppressed
	"Audubon County, IA"	"19009"	"2019"	"2019"	Suppressed	5496	Suppressed
	"Audubon County, IA"	"19009"	"2020 "	"2020"	Suppressed	5481	Suppressed
	"Benton County, IA"	"19011"	"2016"	"2016"	Suppressed	25699	Suppressed
	"Benton County, IA"	"19011"	"2017"	"2017"	Suppressed	25642	Suppressed
	"Benton County, IA"	"19011"	"2018"	"2018"	Suppressed	25642	Suppressed
	"Benton County, IA"	"19011"	"2019"	"2019"	Suppressed	25645	Suppressed
	"Benton County, IA"	"19011"	"2020 "	"2020"	Suppressed	25414	Suppressed
	"Black Hawk County, IA"	"19013"	"2016"	"2016"	Suppressed	132904	Suppressed
	"Black Hawk County, IA"	"19013"	"2017"	"2017"	Suppressed	132648	Suppressed
	"Black Hawk County, IA"	"19013"	"2018"	"2018"	Suppressed	132408	Suppressed
	"Black Hawk County, IA"	"19013"	"2019"	"2019"	Suppressed	131228	Suppressed
	"Black Hawk County, IA"	"19013"	"2020 "	"2020"	Suppressed	130786	Suppressed
	"Boone County, IA"	"19015"	"2016"	"2016"	Suppressed	26532	Suppressed
	"Boone County, IA"	"19015"	"2017"	"2017"	Suppressed	26484	Suppressed
	"Boone County, IA"	"19015"	"2018"	"2018"	Suppressed	26346	Suppressed
	"Boone County, IA"	"19015"	"2019"	"2019"	Suppressed	26234	Suppressed
	"Boone County, IA"	"19015"	"2020 "	"2020"	Suppressed	26277	Suppressed
	"Bremer County, IA"	"19017"	"2016"	"2016"	Suppressed	24798	Suppressed
	"Bremer County, IA"	"19017"	"2017"	"2017"	Suppressed	24911	Suppressed
	"Bremer County, IA"	"19017"	"2018"	"2018"	Suppressed	24947	Suppressed
	"Bremer County, IA"	"19017"	"2019"	"2019"	Suppressed	25062	Suppressed
